Users,Tags,Rank,Rank Name,Ability Usage,Headshot %,Position,KD,Assists
Kowalski,3365,20.0,Immortal 2,41.6,23.6897,Duelist,1.3979,6.4
Kurru,1967,7.0,Silver 1,23.0,12.2599,Duelist,1.1023,5.6
Takeoff,FLY,13.0,Platinum 1,46.6,30.5327,Duelist,1.3675,2.6
snagismain,2006,18.0,Diamond 3,14.2,12.5379,Duelist,1.65,1.2
iced,3569,21.0,Immortal 3,,,Flex,,
juke,6429,15.0,Platinum 3,46.0,18.4615,Flex,1.2222,4.0
PlumberAcademy,asdf,21.0,Immortal 3,23.4,9.1845,Duelist,1.0418,5.2
U igoddo,uwu,21.0,Immortal 3,0.0,0.0,Initiator,1.2712,2.8
Mr Octagon,MrO,19.0,Immortal 1,36.6,23.3994,Duelist,1.3405,3.0
LM lili,krisp,20.0,Immortal 2,33.8,15.5035,Controller,1.0165,4.6
Rsyeda,6705,16.0,Diamond 1,0.0,0.0,Flex,0.0,0.0
ImbabykaleTWITCH,0999,14.0,Platinum 2,39.0,23.5294,Flex,0.875,3.0
starsinfinity,POG,,NaN,17.4,11.6283,Flex,1.0404,2.8
Giyu,416,21.0,Immortal 3,,,Flex,,
b3tt s3x,4321,17.0,Diamond 2,36.4,19.3151,Controller,1.0492,3.4
TheRussian,lewd,13.0,Platinum 1,44.0,11.6883,Flex,1.1176,9.0
the pupper,NA1,12.0,Gold 3,,,Flex,,
VibinIvan,5429,14.0,Platinum 2,45.4,9.1731,Duelist,1.1419,4.8
HUEHUEHUEHUEHUEH,LULUL,20.0,Immortal 2,28.2,22.098,Duelist,1.0322,3.0
NylonCurtain,3615,15.0,Platinum 3,70.8,18.6004,Flex,0.9411,5.0
cal,BEBZ,6.0,Bronze 3,29.4,29.3271,Flex,3.2821,3.6
isnowyn,5255,19.0,Immortal 1,46.0,27.6173,Flex,0.8658,4.0
pouf,ggez,16.0,Diamond 1,42.0,21.6216,Flex,0.5625,5.0
konrad,6  9,18.0,Diamond 3,63.4,23.8336,Flex,1.1881,5.6
mlbstar2001,NA1,15.0,Platinum 3,23.6,10.1333,Sentinel,1.2957,5.6
sUpErFLYsHaWtY,ooo,21.0,Immortal 3,16.4,22.2873,Duelist,1.3965,1.2
PrincessKitty321,Girl,18.0,Diamond 3,48.0,28.7969,Duelist,1.9129,4.2
NeoFawx,6969,19.0,Immortal 1,78.0,19.2982,Flex,1.0625,6.0
eNormity,TUTOY,20.0,Immortal 2,36.0,21.6216,Flex,0.6389,2.0
Dogass,Dog,12.0,Gold 3,0.0,0.0,Flex,0.949,9.6
ForestBTW,3572,,NaN,10.6,11.047,Flex,0.86,5.0
Blacklisted,0105,14.0,Platinum 2,19.6,14.0958,Duelist,1.4898,5.2
ander,sen,19.0,Immortal 1,41.0,16.3636,Flex,0.6818,7.0
Macdangles,DANGL,15.0,Platinum 3,0.0,0.0,Flex,1.0615,4.4
grippin the spot,190,21.0,Immortal 3,30.8,16.8792,Flex,1.2381,3.6
MONGOLIA ENJOYER,OWC,,NaN,0.0,0.0,Flex,0.9099,2.6
Molly,420,20.0,Immortal 2,26.6,20.5359,Flex,0.909,4.8
hzerotwo,002,18.0,Diamond 3,,,Flex,,
Yobagoya,NA1,17.0,Diamond 2,47.8,11.7724,Flex,0.8874,7.8
geo,doggy,20.0,Immortal 2,42.2,28.7177,Flex,1.2437,3.8
Built Different,69699,15.0,Platinum 3,25.2,11.4848,Flex,1.4626,5.4
Jeremy Wade,4449,15.0,Platinum 3,72.8,22.9351,Duelist,1.6618,4.4
Lerix,123,11.0,Gold 2,45.2,12.6486,Duelist,0.7782,3.8
janafin,000,17.0,Diamond 2,,,Flex,,
bot0k,8640,10.0,Gold 1,,,Flex,,
Prince,99997,6.0,Bronze 3,20.2,14.4362,Duelist,1.6598,2.2
BergerfO,NA1,21.0,Immortal 3,,,Flex,,
Adranatic,SEXY,17.0,Diamond 2,47.4,31.5005,Initiator,1.0429,5.0
RaveDaveTTV,2369,17.0,Diamond 2,41.0,23.3333,Flex,1.25,5.0
jspr,222,15.0,Platinum 3,43.0,20.9954,Duelist,1.1091,7.0
XeeZo,43854,17.0,Diamond 2,44.2,15.3582,Initiator,1.1305,7.6
Potsu,2461,22.0,Radiant,24.8,15.8346,Flex,1.8601,2.8
Razer,1505,16.0,Diamond 1,33.2,17.8869,Flex,1.6383,3.0
ithrowow,wow,19.0,Immortal 1,43.4,20.2127,Sentinel,2.2051,2.4
DontMineAtNight,Matrx,20.0,Immortal 2,54.0,24.5496,Flex,1.0976,4.8
happynewyear,ceej,18.0,Diamond 3,46.6,19.9802,Sentinel,0.8908,5.4
frox,Woo,14.0,Platinum 2,41.0,24.0741,Flex,1.3333,4.0
HEROINE INJECTOR,7024,17.0,Diamond 2,20.0,2.6316,Flex,0.4118,3.0
LeBron James,239,19.0,Immortal 1,46.0,26.6845,Duelist,1.2535,3.4
angel,uhh,15.0,Platinum 3,30.8,20.3823,Duelist,1.2551,3.6
JERRAYY,NA1,16.0,Diamond 1,29.8,13.751,Duelist,1.1714,3.8
Phase Douglas,feeet,20.0,Immortal 2,34.6,13.5151,Flex,0.8568,5.2
MrRafiki,mika,15.0,Platinum 3,14.8,15.3753,Flex,1.4046,3.0
variable E,ilksm,15.0,Platinum 3,15.8,12.3116,Flex,1.0361,3.2
Cheekane,TTV,22.0,Radiant,47.4,15.6128,Initiator,1.314,6.0
Spectre067,4365,15.0,Platinum 3,19.4,15.148,Sentinel,1.1981,3.0
HappyLegend1,NA1,15.0,Platinum 3,40.4,11.1463,Controller,1.0008,6.6
Mimento,HowRU,17.0,Diamond 2,52.0,30.8609,Flex,1.6587,7.3333
Seabisquet,1949,16.0,Diamond 1,22.8,12.8743,Duelist,0.9242,4.2
Yae,gas,17.0,Diamond 2,58.2,23.0339,Duelist,1.7527,4.8
eyeso,zzz,8.0,Silver 2,,,Flex,,
Winkis,1234,19.0,Immortal 1,28.0,34.6083,Flex,1.4164,2.8
Glimp,NAE,12.0,Gold 3,,,Flex,,
SinOfKin,3450,15.0,Platinum 3,,,Flex,,
Oral,Head,20.0,Immortal 2,9.6,0.7407,Flex,1.1737,5.8
Ame,BOSNA,17.0,Diamond 2,23.2,12.8679,Initiator,1.055,6.0
astaghfirullah69,iftar,17.0,Diamond 2,,,Flex,,
Doronld,0019,14.0,Platinum 2,27.2,17.1368,Duelist,1.0765,3.8
SladeSZN,8669,19.0,Immortal 1,44.0,12.9113,Initiator,0.6353,6.0
RuffleS,yummy,13.0,Platinum 1,18.4,12.2084,Initiator,2.4966,4.8
SiddTheSquid123,9313,4.0,Bronze 1,21.5,3.6765,Flex,0.5518,5.5
loser,cry,17.0,Diamond 2,47.4,32.4926,Duelist,1.1261,3.8
PRX Geni,mysg,19.0,Immortal 1,27.0,16.5584,Flex,1.1476,5.2
Toe,6933,19.0,Immortal 1,50.6,32.5508,Initiator,0.8816,5.4
Jus,7109,19.0,Immortal 1,,,Flex,,
Lax,wow,20.0,Immortal 2,35.0,7.9132,Flex,0.6099,5.0
money,ASH,21.0,Immortal 3,36.8,26.4183,Duelist,1.2455,1.2
decent,bern,19.0,Immortal 1,,,Flex,,
zahur,urmom,18.0,Diamond 3,11.2,13.9628,Duelist,1.0988,2.8
ARIA Chilled,AURA,16.0,Diamond 1,51.8,30.9874,Duelist,1.1877,6.2
Sparks,7064,16.0,Diamond 1,33.6,25.5387,Flex,1.0281,4.2
G0dzilLLa,NA1,17.0,Diamond 2,25.0,25.4268,Sentinel,1.3204,6.2
Nummy,1114,21.0,Immortal 3,48.2,20.3838,Duelist,1.1166,5.4
Hollow,8382,11.0,Gold 2,34.6,10.5849,Initiator,0.4018,5.6
bottomfragger,8059,17.0,Diamond 2,46.8,22.0381,Sentinel,1.9571,5.2
Nihilistic,540,20.0,Immortal 2,37.5,19.3124,Flex,0.8228,4.5
comikazie,meow,23.0,NaN,53.0,16.1031,Flex,1.2157,3.5
voN,idc,19.0,Immortal 1,24.6,21.2251,Flex,1.1404,4.0
Itachi,8342,16.0,Diamond 1,35.0,31.7898,Duelist,0.9202,3.2
owa owa,8888,15.0,Platinum 3,54.0,21.6224,Flex,0.9816,8.2
Tentakai,GOAT,18.0,Diamond 3,52.4,12.6246,Duelist,1.2712,5.4
arisu,lolol,18.0,Diamond 3,22.0,11.9024,Flex,1.0411,3.2
WE THE NORTH,11263,21.0,Immortal 3,21.5,12.2804,Flex,1.1821,1.75
Szandroe,4029,14.0,Platinum 2,52.0,7.0175,Flex,0.6667,4.0
Cheem,CLee,14.0,Platinum 2,24.8,15.6818,Duelist,1.2492,2.4
Onii Chann,8751,17.0,Diamond 2,34.6,15.7708,Duelist,0.6956,4.4
AP WORLD HISTORY,AAAAA,17.0,Diamond 2,25.2,21.0109,Flex,1.3872,3.6
Sanyha,NA1,15.0,Platinum 3,64.0,13.7255,Flex,0.5714,10.0
desync,jessi,21.0,Immortal 3,27.4,24.6128,Duelist,0.7795,4.2
TU jexcy,nocom,23.0,NaN,40.6,38.4116,Initiator,1.3838,5.6
Jaxrex,501,19.0,Immortal 1,42.0,23.2199,Controller,1.0886,4.3333
RippedJesus,9529,21.0,Immortal 3,51.0,14.7727,Flex,1.0,4.0
R3dF0x88,2369,16.0,Diamond 1,21.8,9.3103,Flex,0.977,4.6
Watch,1111,16.0,Diamond 1,,,Flex,,
Scout Johnson,3359,16.0,Diamond 1,84.8,15.8921,Flex,1.0167,7.0
nafunnn,NA1,20.0,Immortal 2,37.4,21.3161,Duelist,1.229,4.8
CovertCowboy,3294,5.0,Bronze 2,5.8,2.9119,Sentinel,0.9967,1.2
Chapmin,3300,23.0,NaN,37.6,29.848,Flex,1.3445,5.8
zapra,6892,18.0,Diamond 3,16.4,9.5238,Duelist,0.9972,4.2
AN Rock,69696,,NaN,,,Flex,,
mero,777,19.0,Immortal 1,36.0,23.2143,Flex,1.9286,2.0
Wildkak,1316,19.0,Immortal 1,57.6,16.2598,Flex,0.6996,6.4
chrollo,idk,12.0,Gold 3,26.2,15.8413,Duelist,0.9218,3.6
KoreanSM,3231,15.0,Platinum 3,39.4,20.9816,Flex,1.3202,5.6
MoHoneyy,Toast,17.0,Diamond 2,50.0,21.1207,Duelist,1.1389,4.6
swiftric1,3917,17.0,Diamond 2,67.8,12.8775,Controller,0.8197,7.2
Leeph,9375,18.0,Diamond 3,47.0,38.2353,Flex,0.4737,4.0
AimBotExe,SpGap,16.0,Diamond 1,,,Flex,,
SychicA,CLT,23.0,NaN,59.0,15.1069,Duelist,1.5648,4.6
Gabib,Naz,20.0,Immortal 2,68.4,19.0094,Duelist,1.0462,7.4
clzy,000,21.0,Immortal 3,62.6,21.8694,Duelist,1.5623,5.4
Hardcore Derpin,TTV,17.0,Diamond 2,61.0,11.2764,Flex,1.0947,5.2
Youll,5228,18.0,Diamond 3,29.6,11.2437,Flex,0.8964,4.6
Hawk,LEM,19.0,Immortal 1,37.0,17.3139,Duelist,1.221,2.75
xGEN arlones,mourn,17.0,Diamond 2,,,Flex,,
Papajulian,5555,21.0,Immortal 3,55.2,19.472,Initiator,1.1003,7.2
dangkitty,0417,8.0,Silver 2,51.0,14.5809,Initiator,0.616,5.2
yui3z,8220,12.0,Gold 3,,,Flex,,
Black Air Forces,AF1,21.0,Immortal 3,35.6,9.7258,Duelist,0.8465,6.6
LOST,ASIAN,15.0,Platinum 3,29.0,41.2162,Flex,3.425,1.5
moss,1281,,NaN,9.4,14.5422,Sentinel,1.1333,3.4
oil,1101,,NaN,,,Flex,,
YsL,4KT,20.0,Immortal 2,44.6,25.1535,Flex,1.5824,5.4
BERTO,6981,22.0,Radiant,28.4,10.9673,Sentinel,0.9697,5.6
Trenchy,Nick,19.0,Immortal 1,44.5,16.4419,Flex,1.0764,5.0
Bhive72,7757,15.0,Platinum 3,21.8,9.3988,Flex,1.2677,5.2
Nah bro Thanks,ONCE,18.0,Diamond 3,42.4,36.887,Sentinel,1.4307,3.8
MrCallOfDuty,NA1,15.0,Platinum 3,48.6,19.3363,Duelist,0.9225,7.2
ツtheConZ,0001,13.0,Platinum 1,10.8,11.1452,Duelist,0.8143,1.6
sackkbut,4441,14.0,Platinum 2,42.0,30.3434,Initiator,0.6949,4.6
maestro,WHIFF,16.0,Diamond 1,57.0,26.7857,Flex,1.3571,13.0
hayasaka,7777,18.0,Diamond 3,19.8,15.6362,Flex,0.7232,1.2
Crispy,5281,16.0,Diamond 1,33.0,13.0905,Controller,2.4233,7.2
mauzhi,tight,19.0,Immortal 1,62.4,18.7718,Flex,1.0707,8.6
Hakeru,001,18.0,Diamond 3,30.0,10.1667,Sentinel,1.2811,3.0
Satya Nadella,1111,18.0,Diamond 3,27.6,17.3144,Flex,2.9449,3.0
fiNchy,1337,18.0,Diamond 3,44.2,13.3503,Controller,1.1364,6.6
Oogway,1660,18.0,Diamond 3,64.4,14.9571,Controller,0.9542,5.2
G1 Toni,pizza,22.0,Radiant,60.3333,23.8447,Flex,1.0422,4.6667
im bot frag,12345,19.0,Immortal 1,45.5,28.4897,Flex,1.6487,4.0
LimaHippo,NA1,12.0,Gold 3,22.2,9.229,Flex,1.3524,5.6
KushiedaPham,4127,20.0,Immortal 2,39.4,22.7236,Flex,0.7991,5.2
French Fries,7575,20.0,Immortal 2,41.6,30.7739,Sentinel,1.8673,3.2
Muscle,6518,18.0,Diamond 3,41.4,35.4287,Duelist,1.1843,2.0
Arctite,4881,20.0,Immortal 2,17.2,19.4735,Duelist,1.6218,3.0
kCataa,fys,16.0,Diamond 1,59.0,18.6409,Initiator,0.9623,3.8
Pitt,1326,17.0,Diamond 2,26.6,16.8978,Controller,1.0963,7.2
Howie,6863,19.0,Immortal 1,55.0,27.5968,Initiator,0.8509,6.8
Jake,gang,21.0,Immortal 3,27.8,20.2726,Duelist,1.4384,3.0
Eathin,Aesir,18.0,Diamond 3,0.0,0.0,Flex,0.3158,2.0
swigg,666,19.0,Immortal 1,41.4,19.0922,Sentinel,1.0292,3.2
BobTheBlacksmith,3017,21.0,Immortal 3,64.0,18.0556,Flex,2.8333,3.0
zara,may,22.0,Radiant,54.0,18.1818,Flex,1.1818,6.0
BubblesTheSlave,NA1,14.0,Platinum 2,67.0,25.0,Flex,0.8421,2.0
Nix,101,18.0,Diamond 3,50.0,23.2858,Sentinel,1.6368,4.2
Smeagle,Sussy,15.0,Platinum 3,29.2,14.5206,Flex,0.9099,3.8
Jacoby,0000,21.0,Immortal 3,18.6,7.4564,Duelist,1.5523,5.2
auex,9853,17.0,Diamond 2,37.0,30.1887,Flex,2.0,4.0
Oogway,BICH,19.0,Immortal 1,55.0,25.614,Initiator,1.1538,5.2
Tav,Villa,14.0,Platinum 2,40.2,28.7256,Duelist,1.2664,4.2
Markmyster,NA1,19.0,Immortal 1,54.6,21.265,Controller,1.5334,6.2
Wonderrz,999,19.0,Immortal 1,37.6,16.543,Initiator,0.9189,7.6
Wabcarry,hippo,15.0,Platinum 3,85.0,16.3934,Flex,0.8421,6.0
Raphy,008,15.0,Platinum 3,26.0,27.027,Flex,1.2353,0.0
MadisonBeerSimp,1612,11.0,Gold 2,24.0,17.9378,Duelist,1.6357,2.2
TU muldodan,NA2,22.0,Radiant,54.8,16.3636,Initiator,0.7827,4.6
senpachi,simp,20.0,Immortal 2,41.2,14.533,Controller,0.93,3.6
Kloned9,666,20.0,Immortal 2,24.8,15.5604,Duelist,1.6373,3.0
han,meow,19.0,Immortal 1,28.8,31.691,Duelist,1.0334,5.8
Valorie,Mommy,18.0,Diamond 3,,,Flex,,
Showtime,P5R,17.0,Diamond 2,50.0,19.4074,Flex,0.7941,5.5
Smiley D Yolk,Egg,8.0,Silver 2,30.0,11.1854,Flex,0.7888,6.4
MegaAces,EU1,18.0,Diamond 3,27.6,30.2905,Flex,1.3026,3.2
FireArmour,boo,16.0,Diamond 1,36.6,15.2597,Flex,1.8764,5.6
LunaSolstice,ttv2,,NaN,33.2,10.7916,Controller,0.8787,5.8
zephiK,NA1,21.0,Immortal 3,37.8,16.8814,Sentinel,0.8997,3.4
cas,7094,22.0,Radiant,45.2,29.617,Duelist,1.3589,4.2
tobio,bruh,17.0,Diamond 2,54.4,26.5583,Flex,0.9172,5.8
KhaoticKrabb,9684,14.0,Platinum 2,43.5,23.5608,Flex,1.5606,6.5
Naps,2274,16.0,Diamond 1,43.4,20.6654,Flex,1.4018,6.2
noct,NA0,20.0,Immortal 2,65.0,15.5148,Controller,0.9926,9.4
That Enrique,2000,21.0,Immortal 3,31.4,17.4631,Duelist,1.17,3.8
Evolutionary,000,20.0,Immortal 2,47.2,22.1017,Duelist,1.0905,4.8
yxme,xoxo,19.0,Immortal 1,52.0,17.4495,Flex,0.9931,5.0
Neba,3045,17.0,Diamond 2,,,Flex,,
Qwasern,2004,19.0,Immortal 1,39.0,14.4486,Flex,1.3035,5.4
Yagos,7067,18.0,Diamond 3,38.0,19.5823,Duelist,1.2472,3.0
Bruno4,1320,12.0,Gold 3,45.6,13.3222,Initiator,0.6178,4.4
HitGoat,DOWNB,19.0,Immortal 1,36.8,17.9988,Sentinel,1.3546,3.2
myu,will,14.0,Platinum 2,32.8,20.2323,Sentinel,1.2569,6.2
Cope,feebs,18.0,Diamond 3,23.6,10.6213,Flex,1.4524,4.0
daddysahire,69420,19.0,Immortal 1,53.0,25.3329,Duelist,1.9789,4.0
Magma,123,9.0,Silver 3,12.4,9.1158,Flex,0.8293,4.0
Rizaii,Ttv,19.0,Immortal 1,20.2,18.5839,Duelist,2.89,1.8
c0ffeee,TTV,21.0,Immortal 3,43.3333,35.8385,Flex,1.341,5.0
kraziest,keith,21.0,Immortal 3,29.0,17.867,Duelist,1.1716,3.6
Juupaa,NA1,12.0,Gold 3,37.0,15.3846,Flex,1.0,9.0
Sqeakz,2958,9.0,Silver 3,33.8,12.3949,Flex,1.0527,6.8
KEEKAPZ,8008,20.0,Immortal 2,50.4,24.4067,Flex,1.0739,4.0
CowMOO,3221,17.0,Diamond 2,30.6,15.6144,Flex,0.9896,4.6
Jareds1,NA1,20.0,Immortal 2,78.4,20.5328,Duelist,1.3485,4.4
he lied,bmw,19.0,Immortal 1,66.8,23.8071,Controller,1.078,6.6
Straf,flick,21.0,Immortal 3,32.0,28.6618,Initiator,3.4886,3.4
Swiftyツ,2001,16.0,Diamond 1,31.6,15.9608,Flex,0.9935,5.4
Xeroboi,00000,20.0,Immortal 2,48.2,15.6259,Flex,0.9352,7.2
sephora,pink,18.0,Diamond 3,28.0,13.5135,Flex,0.625,10.0
RA1N,013,16.0,Diamond 1,32.0,23.4953,Initiator,0.9505,5.0
Nikkix22,84115,12.0,Gold 3,,,Flex,,
Genju,lol,20.0,Immortal 2,35.6,20.0665,Flex,0.9685,2.6
Sloppi,9542,19.0,Immortal 1,19.2,19.89,Flex,0.9533,3.4
nerdlan,osu,20.0,Immortal 2,66.0,29.4118,Flex,1.0556,2.0
cookies,pog,19.0,Immortal 1,28.0,10.232,Duelist,0.8899,5.8
Detox,Mole,17.0,Diamond 2,33.0,14.2857,Flex,1.25,5.0
luckyy good kid,NA1,,NaN,9.4,2.97,Duelist,0.5945,6.0
TaveZ,2337,20.0,Immortal 2,26.6,18.2105,Flex,1.531,4.4
chees man,chees,18.0,Diamond 3,23.0,15.7778,Flex,1.0691,3.4
NotKetWooter,5464,17.0,Diamond 2,28.0,13.6364,Flex,0.6875,8.0
Bunny,3511,20.0,Immortal 2,41.4,15.7561,Sentinel,1.4344,4.4
Tony the pony16,NA1,16.0,Diamond 1,39.0,14.4671,Duelist,1.1688,4.2
FPSJaylyn,Toot,20.0,Immortal 2,38.2,15.9374,Flex,1.2435,4.6
requiem,2005,16.0,Diamond 1,60.6,11.9957,Controller,0.9873,4.6
b0faa,DN1,15.0,Platinum 3,30.4,29.3174,Flex,0.8187,4.8
NegativeSpeed,8104,17.0,Diamond 2,,,Flex,,
BenDaBoss,NAE,16.0,Diamond 1,27.4,22.038,Duelist,1.2029,4.0
c h i a,53365,17.0,Diamond 2,59.6,19.5637,Flex,1.113,7.2
WavySwaggy,2801,13.0,Platinum 1,29.8,13.2141,Duelist,0.9251,5.4
allowedtobehappy,0504,19.0,Immortal 1,42.2,23.4596,Duelist,1.0472,2.8
China Boy,Luvo,20.0,Immortal 2,30.0,27.081,Duelist,0.7162,2.0
KIng,AOTTT,8.0,Silver 2,,,Flex,,
PunkTea,NA1,11.0,Gold 2,,,Flex,,
IronCloochies,bunga,8.0,Silver 2,,,Flex,,
Makona,NA1,20.0,Immortal 2,41.6,22.1316,Controller,1.3463,3.4
vortex,7000,19.0,Immortal 1,54.8,15.7053,Duelist,1.4895,7.4
TyMac,MAC1,18.0,Diamond 3,32.2,18.4964,Flex,0.9374,4.8
DeepFriedSalad,duhhh,20.0,Immortal 2,51.0,19.7368,Flex,1.2778,10.0
fukukait,fuku,12.0,Gold 3,34.0,11.452,Flex,1.0063,7.0
LightningツTTV,2020,18.0,Diamond 3,30.4,20.984,Sentinel,1.1063,1.6
Loneheart,2002,18.0,Diamond 3,51.0,26.5415,Flex,1.8555,5.6
Z0DIACC,NA1,17.0,Diamond 2,33.0,23.1596,Flex,0.8661,1.0
FREE YOUNG THUG,666,,NaN,30.4,8.9014,Flex,0.7048,2.6
Big Daddy DMERCS,6535,15.0,Platinum 3,66.0,17.3469,Flex,1.1053,9.0
Stroke With Care,NA1,14.0,Platinum 2,27.5,14.0559,Flex,0.85,4.0
Extrols,GNF,19.0,Immortal 1,50.0,18.0328,Flex,1.2778,6.0
H3R0xSpiRiTz,H3R0,17.0,Diamond 2,39.6,16.606,Initiator,0.8505,7.8
meat snickers,binh,19.0,Immortal 1,40.6667,26.463,Flex,0.9236,2.0
Nach0Dog,Douyu,15.0,Platinum 3,35.0,15.3846,Flex,0.3529,4.0
Grief,IT0TI,15.0,Platinum 3,80.0,17.1053,Flex,1.1667,5.0
Cole,Pete,14.0,Platinum 2,73.0,14.3529,Controller,1.0889,7.8
carson,1058,18.0,Diamond 3,19.8,7.9619,Flex,1.1869,3.6
leb,99z,20.0,Immortal 2,42.2,16.9604,Initiator,1.3037,6.0
Dereck feel down,imsad,20.0,Immortal 2,39.4,22.6617,Duelist,0.6491,5.6
Disengage,666,16.0,Diamond 1,50.2,16.1963,Controller,1.3868,6.6
FleXxz,EUW,21.0,Immortal 3,50.6,26.69,Flex,1.158,3.8
Tempxral,8126,,NaN,7.4,6.748,Initiator,1.5715,4.4
noobsauce,1453,18.0,Diamond 3,38.8,29.3011,Flex,1.1817,5.2
Bot Braden,NA1,17.0,Diamond 2,43.2,19.873,Duelist,1.1097,7.6
LogMan,9989,9.0,Silver 3,36.6,14.2703,Initiator,0.9617,10.2
jayjay,1886,14.0,Platinum 2,37.0,8.8159,Flex,1.2797,6.4
duchak,2662,18.0,Diamond 3,41.0,24.9638,Duelist,1.0718,4.4
Reluoi,4329,18.0,Diamond 3,,,Flex,,
Kamiki,777,22.0,Radiant,28.6,14.6279,Initiator,1.2684,5.0
Ander,8725,,NaN,29.0,4.8772,Duelist,0.7268,3.8
parres,0001,16.0,Diamond 1,,,Flex,,
Yogart,0000,14.0,Platinum 2,38.2,9.7592,Initiator,0.6399,6.0
Raia,Feng,21.0,Immortal 3,54.4,18.796,Duelist,1.6153,3.4
Money,42069,20.0,Immortal 2,38.2,21.4574,Initiator,1.1363,4.2
Chewie,5775,11.0,Gold 2,30.4,14.3409,Flex,1.3571,5.2
eKo REAPER,4367,14.0,Platinum 2,33.0,13.1579,Flex,0.4545,6.0
Boonsew,2247,17.0,Diamond 2,17.0,9.7561,Flex,0.4444,4.0
Shamseil,4265,15.0,Platinum 3,55.6,21.0303,Controller,1.2806,8.6
cya,haha,20.0,Immortal 2,,,Flex,,
DemonSNG,NA1,15.0,Platinum 3,38.0,17.0152,Controller,1.1878,9.2
vanish,piece,12.0,Gold 3,0.0,0.0,Initiator,1.0057,4.2
FinalMochi,NA1,17.0,Diamond 2,23.6667,27.2134,Flex,1.2708,4.3333
kanefitness,NA1,,NaN,14.2,21.0104,Sentinel,0.6412,3.4
Tofu,iRack,13.0,Platinum 1,34.2,10.1817,Flex,1.2521,6.8
Puggys,1205,18.0,Diamond 3,8.0,35.8571,Flex,0.7718,3.0
TideTerror,NA1,12.0,Gold 3,33.6,21.5092,Initiator,1.2292,6.0
VSGPaperclip,2003,17.0,Diamond 2,69.5,20.8929,Flex,1.0437,6.5
forever lasting,001,13.0,Platinum 1,41.6,17.6805,Flex,0.9983,4.6
PROD,dif,16.0,Diamond 1,,,Flex,,
Tech,5411,12.0,Gold 3,27.0,12.2564,Sentinel,1.1391,1.8
SnaX,LOVE,17.0,Diamond 2,60.8,15.1039,Initiator,0.9278,3.8
erased,6602,12.0,Gold 3,20.8,8.0364,Flex,1.0917,5.6
Brinko,0001,18.0,Diamond 3,,,Flex,,
SquirrelyTail,6945,19.0,Immortal 1,57.4,20.0229,Flex,1.0799,6.8
SleeZy,VAL,21.0,Immortal 3,32.6,18.5756,Flex,0.7326,3.2
StreetPharmacist,7660,20.0,Immortal 2,56.0,10.7143,Flex,0.9375,2.0
Papa Smurf,9591,20.0,Immortal 2,42.5,17.9099,Flex,1.5769,1.5
AzzNakedGamingYT,hehe,17.0,Diamond 2,77.0,24.5789,Flex,0.7178,8.4
dontdrypeekmid,2122,19.0,Immortal 1,76.2,17.0994,Sentinel,1.1973,3.8
kean,1200,17.0,Diamond 2,56.25,14.1287,Flex,0.7639,5.75
Makiki,NA1,18.0,Diamond 3,22.8,19.5775,Duelist,1.2642,3.2
ItzMysticBtw,1223,17.0,Diamond 2,18.2,19.3961,Duelist,1.0906,3.2
Rice Copter,NA1,16.0,Diamond 1,39.8,25.987,Flex,1.2255,3.6
Caster,nmsl,16.0,Diamond 1,43.2,20.8172,Flex,1.1375,5.6
hanguk,noah,20.0,Immortal 2,47.2,20.5447,Sentinel,0.9097,2.4
trilohgee,NAICE,22.0,Radiant,49.0,26.592,Duelist,1.9694,4.8
Dae Wae,5265,17.0,Diamond 2,36.0,11.744,Flex,0.8014,4.8
EECO,5470,11.0,Gold 2,,,Flex,,
Judxeau,STUCK,18.0,Diamond 3,0.0,0.0,Duelist,1.0937,5.8
kanna,002,16.0,Diamond 1,43.0,17.7566,Duelist,0.796,4.6
DyGr6Andrew,6666,17.0,Diamond 2,40.5,30.3571,Flex,1.1422,8.0
ROCKETLAUNCHER42,OPING,21.0,Immortal 3,35.6,17.6122,Sentinel,1.1847,4.0
wasabi,9194,20.0,Immortal 2,30.4,25.3846,Flex,1.4031,2.8
ChubzDead,2263,18.0,Diamond 3,34.8,32.6441,Duelist,1.1146,3.2
gvleddd,beelz,19.0,Immortal 1,52.0,29.3725,Duelist,1.118,3.8
bleedn,0001,17.0,Diamond 2,37.4,18.0359,Sentinel,0.9559,5.0
Asynergies,NA1,12.0,Gold 3,17.2,14.7967,Flex,2.6935,4.0
d1vreF,boba,16.0,Diamond 1,47.2,20.0583,Initiator,1.2246,5.2
Coward,uwu,19.0,Immortal 1,48.0,4.6512,Flex,0.4706,10.0
xTikiTorch,1060,14.0,Platinum 2,,,Flex,,
NSG Yuuki,mae,19.0,Immortal 1,52.0,30.3301,Duelist,0.9914,5.2
NYFU shlomo,0415,18.0,Diamond 3,18.5,8.0,Flex,1.5833,2.5
xDrk574,NA1,14.0,Platinum 2,56.8,16.5983,Duelist,1.8949,4.2
maceisyourfather,8847,,NaN,16.6667,13.8961,Flex,0.6064,4.0
Uhdewsea,4530,10.0,Gold 1,,,Flex,,
Royal,Nam,10.0,Gold 1,,,Flex,,
Sçoot,NA1,21.0,Immortal 3,,,Flex,,
Belial,3347,19.0,Immortal 1,56.2,13.1303,Controller,0.8509,7.4
Burz,B0N3R,20.0,Immortal 2,44.0,18.8886,Flex,0.9945,6.4
